256 256
23733 (-1965.09,-2334.14) (1755.02,1492.4) (-2131.24,281.582) (-684.954,-1668.01) (-266.997,1537.57) (-413.099,1521.93) (798.05,1440.58) (-2051.27,368.684) (-231.245,1454.9) (604.927,-20.0803) (-129.825,-80.6235) (1599.06,1464.84) (-1848.82,-332.583) (772.011,-403.491) (-276.732,524.4) (793.087,-977.724) (28.1878,780.218) (977.498,-1292.51) (-757.361,125.758) (685.877,-238.788) (70.2367,-988.705) (-1150.9,984.987) (465.294,-306.391) (-49.9592,994.231) (8.78922,-110.639) (-433.812,712.103) (617.674,1169.83) (-408.049,-853.992) (-331.97,1105.34) (543.137,-26.5877) (47.8256,133.719) (-616.504,221.433) (439.085,-466.406) (-698.593,-49.9618) (861.543,-729.79) (-351.713,53.8087) (-259.385,-474.068) (-814.56,-278.743) (166.324,410.301) (363.799,-147.028) (-250.342,338.234) (-105.428,-358.279) (192.502,469.604) (101.695,-138.41) (212.488,351.018) (-601.158,283.055) (395.816,-133.511) (-275.018,-216.549) (95.2104,537.968) (-212.211,226.842) (325.436,-413.499) (-483.166,-183.345) (708.694,435.342) (-186.104,-168.19) (-145.31,596.651) (373.227,-82.6223) (70.5604,-422.645) (-281.597,143.392) (-185.587,-28.3099) (-198.545,-208.564) (-239.369,268.866) (-178.325,43.3978) (-86.5897,536.732) (-461.999,-227.002) (380.653,492.281) (-368.369,-547.603) (316.015,614.415) (75.1145,-287.494) (-87.6735,-352.987) (-360.401,471.329) (542.451,-301.061) (-47.6165,-392.871) (-147.46,89.9207) (242.089,-91.643) (-407.731,-250.492) (-63.1985,167.455) (300.614,574.233) (87.3118,-492.081) (-167.584,461.734) (131.844,-185.49) (80.9032,121.099) (-22.1994,80.9301) (39.2196,10.899) (-223.32,-222.72) (34.2883,223.481) (111.031,-91.5653) (-234.027,109.386) (92.8925,78.3555) (85.3996,-194.491) (-98.3193,-189.307) (-31.3506,381.707) (121.024,8.41223) (-15.3781,-251.368) (61.5433,-3.40833) (-107.074,-38.3178) (100.504,-194.565) (-240.321,-53.7356) (89.2678,65.4447) (-19.4422,-44.0363) (-21.3545,-20.6052) (-90.1419,226.676) (142.725,-119.64) (89.4851,-41.0962) (-38.9617,147.871) (79.2415,-149.591) (41.7524,-34.1239) (-126.574,-255.16) (139.82,39.0228) (111.325,-130.168) (40.7733,-5.39794) (-7.3866,-22.607) (14.0885,77.3338) (-78.9948,214.704) (46.4183,24.4328) (93.2406,81.7711) (-187.078,235.665) (182.786,-67.2424) (-106.544,146.172) (-122.977,-23.5626) (-90.1176,66.6911) (-15.8989,-122.056) (-221.234,35.3844) (-109.491,136.326) (-5.21523,21.7537) (-139.889,29.2742) (-94.6572,-0.355169) (87.8961,-54.623) (-305,-0.00254568) (87.896,54.6229) (-94.6577,0.352189) (-139.888,-29.2777) (-5.21475,-21.7555) (-109.49,-136.328) (-221.233,-35.3876) (-15.8993,122.055) (-90.1159,-66.694) (-122.976,23.5593) (-106.54,-146.175) (182.786,67.2434) (-187.074,-235.669) (93.2433,-81.77) (46.4191,-24.4328) (-78.9911,-214.705) (14.0908,-77.3324) (-7.38568,22.6079) (40.7746,5.39933) (111.324,130.17) (139.82,-39.0205) (-126.577,255.158) (41.7529,34.1232) (79.2398,149.59) (-38.9592,-147.873) (89.4852,41.097) (142.722,119.64) (-90.1395,-226.678) (-21.3546,20.6052) (-19.4425,44.0355) (89.2682,-65.4436) (-240.322,53.7327) (100.502,194.565) (-107.074,38.3149) (61.5441,3.40844) (-15.3808,251.366) (121.024,-8.41401) (-31.3457,-381.708) (-98.3212,189.306) (85.3977,194.49) (92.8929,-78.3567) (-234.025,-109.39) (111.031,91.5655) (34.2908,-223.481) (-223.322,222.716) (39.2213,-10.9007) (-22.1971,-80.9321) (80.906,-121.099) (131.841,185.49) (-167.577,-461.737) (87.3068,492.081) (300.621,-574.231) (-63.1985,-167.453) (-407.733,250.488) (242.089,91.6458) (-147.459,-89.9221) (-47.6194,392.87) (542.446,301.064) (-360.396,-471.335) (-87.677,352.986) (75.1119,287.49) (316.022,-614.412) (-368.377,547.596) (380.659,-492.279) (-462.004,226.993) (-86.5819,-536.735) (-178.324,-43.3999) (-239.365,-268.868) (-198.546,208.563) (-185.585,28.3062) (-281.591,-143.395) (70.5595,422.645) (373.228,82.6224) (-145.301,-596.655) (-186.102,168.187) (708.701,-435.332) (-483.169,183.34) (325.432,413.501) (-212.208,-226.849) (95.2186,-537.967) (-275.019,216.546) (395.814,133.514) (-601.153,-283.066) (212.497,-351.014) (101.695,138.411) (192.508,-469.6) (-105.433,358.278) (-250.335,-338.237) (363.798,147.034) (166.326,-410.297) (-814.564,278.736) (-259.387,474.065) (-351.706,-53.8134) (861.536,729.8) (-698.592,49.948) (439.081,466.407) (-616.498,-221.448) (47.8338,-133.723) (543.138,26.5884) (-331.955,-1105.35) (-408.056,853.983) (617.693,-1169.83) (-433.801,-712.107) (8.79202,110.64) (-49.9413,-994.229) (465.29,306.401) (-1150.88,-984.996) (70.2341,988.713) (685.878,238.797) (-757.353,-125.765) (977.488,1292.52) (28.2027,-780.222) (793.076,977.732) (-276.723,-524.41) (772.005,403.498) (-1848.82,332.546) (1599.09,-1464.82) (-129.825,80.6208) (604.927,20.0801) (-231.229,-1454.91) (-2051.25,-368.714) (798.085,-1440.57) (-413.068,-1521.93) (-266.963,-1537.56) (-684.96,1668.02) (-2131.2,-281.61) (1755.09,-1492.36) (-1965.02,2334.12) 
24012 (-1905.9,-2557.81) (1806.24,1523.61) (-2071.45,421.91) (-680.835,-1753.06) (-251.241,1363.81) (-378.398,1609.69) (882.605,1433.59) (-1923.5,609.651) (-126.128,1482.09) (600.058,76.9601) (18.6092,-122.738) (1733.04,1405.57) (-1859.78,83.6789) (889.381,-481.956) (19.7896,285.254) (690.031,-1171.49) (76.1111,679.202) (680.64,-1410.09) (-596.854,281.226) (627.706,-314.143) (19.5074,-945.7) (-839.975,1068.34) (414.072,-560.161) (28.8795,856.766) (97.8089,14.4983) (-249.15,826.028) (834.153,1026.93) (-652.395,-718.63) (78.7503,1336.8) (602.73,-214.837) (70.0057,162.721) (-382.171,431.73) (516.075,-417.995) (-397.421,68.0872) (664.374,-1048.55) (-321.101,79.4801) (-405.848,-373.047) (-775.359,-48.9585) (382.553,288.915) (369.601,-301.138) (-149.663,382.464) (-93.0694,-286.558) (379.85,290.966) (50.506,-137.144) (254.19,181.942) (-468.708,549.305) (359.99,-254.387) (-162.948,-26.8365) (503.771,245.904) (-198.723,281.38) (152.833,-583.671) (-557.456,47.4707) (822.656,43.8678) (-256.311,-13.7879) (212.297,611.837) (421.832,-250.035) (9.84944,-576.681) (-303.74,195.113) (-65.0851,165.604) (-230.256,-166.313) (176.645,357.634) (-98.8944,-58.6817) (247.958,349.52) (-625,-9.00293) (592.466,342.915) (-533.363,-250.065) (791.154,237.615) (-126.496,-395.521) (-197.3,-125.034) (182.505,384.306) (296.036,-619.26) (-330.753,-360.551) (-82.8791,120.352) (219.862,-302.321) (-350.212,112.95) (47.5026,76.0124) (456.461,404.15) (-98.349,-497.559) (107.837,545.113) (129.815,-209.82) (263.806,-44.8091) (30.0689,-106.393) (48.9876,156.053) (-80.6391,-8.14529) (243.442,56.0639) (54.3488,-93.1197) (-57.285,87.4583) (199.548,-120.578) (-159.892,-155.217) (8.31325,-63.309) (127.579,172.087) (216.756,-94.1553) (-239.884,-94.479) (161.518,-109.895) (8.69559,31.9246) (-49.8287,-266.269) (-203.215,182.671) (277.527,3.74412) (53.4835,-105.969) (-9.02739,132.414) (222.652,189.772) (105.572,-129.787) (80.5371,-85.4481) (212.502,112.764) (-11.3379,-182.102) (102.788,-60.2451) (8.82118,-91.9206) (262.885,-51.8449) (99.4415,-243.57) (-54.4943,-3.36975) (78.8441,132.005) (179.103,49.5247) (67.0207,131.439) (-40.7458,150.111) (165.695,151.712) (276.8,135.874) (20.6403,-142.787) (3.66873,251.801) (182.991,36.4506) (-10.1124,-41.4265) (-83.6922,-18.827) (15.2165,98.5712) (49.955,-12.9903) (-44.9935,-69.1194) (-6.90504,104.067) (70.2533,69.1294) (31.5225,-71.4726) (-130,-0.00180507) (31.5223,71.4706) (70.2544,-69.1311) (-6.90371,-104.069) (-44.994,69.1172) (49.9554,12.9885) (15.2181,-98.573) (-83.6916,18.8242) (-10.1111,41.424) (182.993,-36.4512) (3.67289,-251.803) (20.6401,142.786) (276.803,-135.873) (165.696,-151.711) (-40.7438,-150.112) (67.0235,-131.438) (179.104,-49.5225) (78.8455,-132.003) (-54.4938,3.37021) (99.4396,243.572) (262.884,51.8472) (8.81952,91.9195) (102.787,60.2451) (-11.3397,182.1) (212.504,-112.763) (80.5358,85.4478) (105.571,129.786) (222.654,-189.772) (-9.02651,-132.414) (53.4821,105.969) (277.526,-3.74208) (-203.214,-182.674) (-49.8319,266.268) (8.69684,-31.9261) (161.516,109.896) (-239.884,94.4738) (216.756,94.1556) (127.581,-172.087) (8.31174,63.3086) (-159.893,155.213) (199.548,120.578) (-57.2833,-87.4615) (54.349,93.1182) (243.443,-56.063) (-80.6392,8.14192) (48.9909,-156.053) (30.069,106.392) (263.807,44.8109) (129.812,209.818) (107.844,-545.113) (-98.3549,497.556) (456.466,-404.146) (47.5006,-76.0118) (-350.211,-112.954) (219.858,302.324) (-82.8784,-120.353) (-330.755,360.547) (296.03,619.259) (182.51,-384.308) (-197.301,125.03) (-126.498,395.515) (791.157,-237.608) (-533.367,250.053) (592.47,-342.912) (-625.001,8.9912) (247.965,-349.519) (-98.8946,58.6785) (176.65,-357.632) (-230.259,166.309) (-65.0815,-165.607) (-303.734,-195.116) (9.84668,576.68) (421.832,250.035) (212.305,-611.838) (-256.309,13.7841) (822.657,-43.8575) (-557.457,-47.4783) (152.827,583.67) (-198.716,-281.388) (503.776,-245.899) (-162.948,26.8332) (359.987,254.388) (-468.699,-549.315) (254.195,-181.938) (50.5062,137.144) (379.855,-290.961) (-93.074,286.556) (-149.656,-382.466) (369.598,301.143) (382.553,-288.911) (-775.362,48.9495) (-405.85,373.041) (-321.092,-79.4841) (664.364,1048.55) (-397.417,-68.0999) (516.072,417.994) (-382.163,-431.743) (70.014,-162.725) (602.729,214.837) (78.7677,-1336.8) (-652.4,718.618) (834.172,-1026.93) (-249.138,-826.03) (97.8124,-14.4954) (28.8946,-856.762) (414.065,560.169) (-839.958,-1068.35) (19.5035,945.706) (627.707,314.15) (-596.844,-281.232) (680.628,1410.1) (76.1259,-679.205) (690.019,1171.5) (19.7965,-285.262) (889.373,481.96) (-1859.77,-83.718) (1733.07,-1405.55) (18.6087,122.736) (600.06,-76.9621) (-126.111,-1482.1) (-1923.48,-609.68) (882.64,-1433.58) (-378.366,-1609.69) (-251.209,-1363.8) (-680.842,1753.06) (-2071.4,-421.939) (1806.32,-1523.57) (-1905.84,2557.79) 
24397 (-1615.04,-2840.63) (2151.39,1457.09) (-1719.75,649.509) (-266.354,-1895.1) (266.444,1073.48) (8.01297,1681.84) (1128.21,1361.75) (-1551.02,472.962) (459.489,1060.23) (777.367,-117.867) (170.398,-418.371) (2013.5,896.266) (-1574.31,-32.5024) (875.212,-969.201) (-98.9499,-220.708) (392.817,-1605.89) (114.683,497.966) (298.792,-1590.42) (-564.658,187.121) (534.165,-689.554) (-84.4134,-1186.9) (-830.141,791.822) (32.3788,-782.317) (163.525,770.811) (71.4982,-101.911) (-235.926,654.711) (782.624,614.646) (-962.294,-630.378) (430.783,1177.56) (398.651,-643.382) (-157.459,141.65) (-240.6,632.699) (274.676,-518.536) (-462.129,171.509) (178.227,-1249.06) (-274.697,225.729) (-499.372,-190.09) (-641.031,236.895) (510.024,184.221) (342.615,-362.876) (42.6286,319.268) (-189.856,-294.125) (441.901,-49.7354) (-88.6111,-204.968) (247.656,127.958) (-222.422,750.863) (212.696,-708.115) (-388.403,-166.429) (361.999,94.9755) (-161.528,475.1) (143.309,-434.415) (-334.984,231.813) (611.348,-345.404) (-370.584,91.7797) (484.868,257.042) (81.2369,-508.312) (-323.44,-474.939) (-230.676,313.43) (30.4163,248.183) (-253.065,-203.628) (162.435,271.8) (-167.29,118.7) (496.516,308.808) (-325.001,149.998) (649.389,-232.193) (-747.041,0.935875) (663.012,-120.955) (-290.171,-209.385) (-221.933,81.0547) (491.769,330.103) (-149.936,-669.882) (-351.204,-150.873) (-5.79473,64.235) (-52.2866,-352.466) (-342.05,337.361) (179.077,-10.3828) (445.017,-105.958) (-402.017,-268.74) (370.269,289.867) (-57.4588,-172.245) (46.9133,-123.218) (0.135712,21.0076) (84.7665,216.129) (-39.0474,154.656) (143.533,-248.604) (-241.206,-46.6144) (148.738,268.085) (278.947,-127.036) (-299.022,-193.968) (-125.57,140.196) (250.132,-12.2815) (134.707,-82.1141) (-348.02,-95.8378) (-46.1687,-127.181) (-36.6733,152.208) (-161.401,-95.3007) (-19.1732,184.656) (116.392,-133.296) (2.40319,-43.4811) (80.8784,160.04) (394.564,-35.1285) (-66.661,-114.234) (-90.8016,-174.534) (151.183,90.2407) (-112.748,-147.074) (12.5382,-161.77) (-37.1864,27.2206) (77.1922,-96.1993) (-14.6401,-130.3) (-52.8529,-95.1008) (-102.701,41.839) (89.0461,108.292) (209.766,-15.1808) (-71.7511,38.8166) (13.3784,-8.7737) (298.02,-17.3372) (-181.608,-9.60296) (106.008,100.219) (247.013,61.4661) (-3.28343,-86.0091) (-86.7335,83.8582) (179.515,139.531) (96.6827,-139.916) (-168.315,-123.732) (105.78,19.3487) (93.353,12.6103) (-152.157,17.8537) (137,0.000334079) (-152.157,-17.8569) (93.3541,-12.6099) (105.78,-19.3477) (-168.316,123.729) (96.6822,139.915) (179.516,-139.531) (-86.7325,-83.8602) (-3.28325,86.0079) (247.014,-61.4644) (106.008,-100.218) (-181.608,9.59997) (298.02,17.3405) (13.3772,8.77277) (-71.7503,-38.8186) (209.766,15.1827) (89.0461,-108.291) (-102.701,-41.84) (-52.8541,95.1004) (-14.6415,130.3) (77.1909,96.1991) (-37.1862,-27.2218) (12.5361,161.769) (-112.749,147.071) (151.185,-90.24) (-90.8037,174.532) (-66.6604,114.23) (394.564,35.131) (80.8793,-160.041) (2.40188,43.4804) (116.39,133.296) (-19.1722,-184.658) (-161.403,95.2973) (-36.6711,-152.209) (-46.1708,127.18) (-348.019,95.8317) (134.709,82.114) (250.131,12.2827) (-125.569,-140.199) (-299.023,193.963) (278.948,127.037) (148.741,-268.085) (-241.207,46.6111) (143.531,248.604) (-39.0444,-154.66) (84.7705,-216.128) (0.136759,-21.0071) (46.9124,123.218) (-57.4596,172.242) (370.272,-289.863) (-402.02,268.734) (445.017,105.962) (179.074,10.3827) (-342.047,-337.366) (-52.2905,352.466) (-5.79387,-64.2359) (-351.205,150.869) (-149.941,669.877) (491.775,-330.101) (-221.933,-81.0586) (-290.17,209.38) (663.011,120.962) (-747.039,-0.948767) (649.388,232.198) (-324.998,-150.007) (496.521,-308.804) (-167.289,-118.704) (162.439,-271.798) (-253.068,203.624) (30.4207,-248.184) (-230.671,-313.43) (-323.442,474.937) (81.2354,508.31) (484.873,-257.039) (-370.581,-91.785) (611.345,345.41) (-334.981,-231.819) (143.305,434.414) (-161.519,-475.105) (362.001,-94.9695) (-388.404,166.425) (212.689,708.113) (-222.409,-750.871) (247.661,-127.953) (-88.6109,204.967) (441.902,49.7407) (-189.86,294.12) (42.6362,-319.269) (342.612,362.879) (510.023,-184.217) (-641.031,-236.903) (-499.372,190.084) (-274.688,-225.73) (178.214,1249.06) (-462.122,-171.522) (274.674,518.533) (-240.587,-632.708) (-157.45,-141.653) (398.648,643.381) (430.799,-1177.55) (-962.298,630.364) (782.639,-614.64) (-235.914,-654.712) (71.5018,101.914) (163.539,-770.804) (32.3694,782.322) (-830.125,-791.828) (-84.4187,1186.9) (534.162,689.559) (-564.648,-187.127) (298.781,1590.43) (114.699,-497.967) (392.803,1605.9) (-98.9439,220.697) (875.204,969.202) (-1574.3,32.4649) (2013.53,-896.248) (170.398,418.366) (777.372,117.864) (459.504,-1060.24) (-1551,-472.991) (1128.25,-1361.74) (8.0485,-1681.83) (266.474,-1073.46) (-266.362,1895.1) (-1719.71,-649.538) (2151.46,-1457.05) (-1614.98,2840.61) 
24701 (-1313.58,-2935.26) (2307.66,1268.69) (-1606.64,708.731) (46.189,-2140.42) (677.356,732.49) (364.875,1659.87) (1300.36,1181.5) (-1508.21,355.115) (749.228,680.229) (778.514,-326.473) (39.7805,-485.404) (2032,516.972) (-1474.26,-189.395) (591.745,-1227.35) (-358.334,-281.892) (-24.0809,-1620.4) (204.706,555.475) (-44.0989,-1693.23) (-464.221,125.582) (560.432,-992.686) (-253.324,-1272.36) (-838.402,924.164) (-225.692,-779.365) (215.318,770.345) (-67.3772,15.6491) (-219.218,886.223) (856.905,600.604) (-1044.35,-329.105) (630.966,1075.86) (196.936,-584.067) (99.7393,290.036) (226.31,775.012) (339.393,-548.471) (-192.503,204.942) (-44.6062,-1353.1) (-76.3018,325.099) (-440.501,-101.659) (-379.507,376.55) (663.581,-178.898) (119.508,-615.101) (119.542,345.312) (-214.602,-213.76) (386.177,-255.914) (-144.254,-276.725) (198.414,-100.661) (-102.355,755.192) (-136.274,-679.569) (-373.413,49.4791) (562.458,98.432) (312.03,345.316) (-172.322,-650.728) (-450.522,169.955) (186.371,-629.08) (-388.588,407.118) (559.803,214.861) (-212.84,-529.615) (-635.685,-258.78) (65.7003,507.177) (110.894,83.1013) (-274.702,30.8495) (279.411,231.113) (-74.8272,283.345) (565.331,137.142) (39.998,384.999) (369.639,-476.821) (-541.78,536.227) (744.227,-522.805) (-72.967,-30.9795) (-152.257,-0.972913) (320.419,-49.4874) (-571.633,-483.75) (-236.879,212.035) (124.569,-29.1688) (-226.54,-229.833) (24.2174,404.566) (169.4,-115) (326.795,-556.033) (-615.3,90.11) (546.271,-15.9866) (-118.803,-21.4731) (27.8212,-235.876) (-121.55,61.7306) (73.8795,100.954) (-113.327,336.369) (71.6639,-64.0335) (-96.7806,-38.9649) (371.594,99.0479) (-13.8687,-106.422) (-224.455,70.0641) (-144.682,138.396) (270.428,-124.814) (-118.051,-73.0848) (-146.441,165.544) (-23.7251,-119.642) (19.4174,109.15) (-134.312,123.011) (279.786,162.765) (5.92753,-145.736) (-13.3594,160.636) (148.359,-61.5104) (162.756,-206.32) (-60.0897,91.4479) (-68.6837,-37.7744) (149.325,-201.769) (-189.57,-132.681) (-113.323,-121.664) (-38.257,152.213) (-50.3692,-215.611) (-193.976,-52.2872) (-41.4692,-37.7811) (-4.67454,-65.3785) (52.2979,-67.3537) (59.2647,-166.081) (-107.579,52.6132) (-82.1564,-83.5153) (208.206,-67.5711) (-140.994,61.704) (109.066,-100.996) (82.1634,61.3405) (63.6505,31.9745) (59.7171,84.2905) (177.957,-48.7752) (99.4797,-79.2627) (28.2514,-32.044) (163.677,-165.938) (52.072,8.33829) (-60.5052,45.7502) (219,0.00103841) (-60.5049,-45.7516) (52.0728,-8.3375) (163.675,165.94) (28.2508,32.0431) (99.4788,79.2626) (177.956,48.7756) (59.7173,-84.2914) (63.6502,-31.9746) (82.1635,-61.3399) (109.063,100.996) (-140.993,-61.7067) (208.204,67.5735) (-82.1592,83.5131) (-107.578,-52.6153) (59.2625,166.081) (52.2962,67.3529) (-4.67656,65.377) (-41.471,37.7792) (-193.977,52.2836) (-50.3717,215.608) (-38.2547,-152.216) (-113.325,121.662) (-189.57,132.677) (149.324,201.769) (-68.6835,37.7703) (-60.0865,-91.4506) (162.754,206.32) (148.358,61.5088) (-13.3571,-160.639) (5.92657,145.733) (279.788,-162.765) (-134.312,-123.015) (19.4189,-109.151) (-23.7271,119.64) (-146.438,-165.547) (-118.05,73.0825) (270.427,124.815) (-144.681,-138.4) (-224.453,-70.0681) (-13.8669,106.421) (371.597,-99.0445) (-96.7814,38.9621) (71.6634,64.0317) (-113.322,-336.372) (73.8817,-100.952) (-121.549,-61.7312) (27.8194,235.876) (-118.801,21.4702) (546.27,15.9933) (-615.298,-90.1177) (326.791,556.037) (169.398,114.998) (24.2219,-404.568) (-226.543,229.83) (124.569,29.1684) (-236.877,-212.038) (-571.636,483.742) (320.423,49.4884) (-152.254,0.968459) (-72.9622,30.9772) (744.221,522.811) (-541.771,-536.238) (369.636,476.823) (40.0059,-385.003) (565.334,-137.137) (-74.8242,-283.348) (279.413,-231.11) (-274.702,-30.8535) (110.895,-83.1011) (65.7054,-507.175) (-635.687,258.775) (-212.841,529.611) (559.808,-214.857) (-388.581,-407.121) (186.364,629.084) (-450.517,-169.962) (-172.325,650.723) (312.041,-345.316) (562.459,-98.4248) (-373.412,-49.4833) (-136.28,679.563) (-102.34,-755.196) (198.416,100.666) (-144.254,276.724) (386.177,255.918) (-214.602,213.754) (119.551,-345.311) (119.503,615.102) (663.579,178.901) (-379.504,-376.558) (-440.5,101.652) (-76.2922,-325.097) (-44.62,1353.1) (-192.493,-204.951) (339.391,548.468) (226.325,-775.016) (99.747,-290.035) (196.932,584.065) (630.98,-1075.86) (-1044.35,329.089) (856.918,-600.596) (-219.205,-886.224) (-67.3731,-15.646) (215.331,-770.335) (-225.702,779.368) (-838.383,-924.168) (-253.331,1272.36) (560.426,992.693) (-464.213,-125.586) (-44.112,1693.23) (204.723,-555.474) (-24.0953,1620.4) (-358.326,281.88) (591.738,1227.35) (-1474.25,189.36) (2032.02,-516.953) (39.7829,485.397) (778.521,326.471) (749.242,-680.232) (-1508.19,-355.146) (1300.39,-1181.49) (364.913,-1659.86) (677.383,-732.466) (46.1777,2140.42) (-1606.59,-708.761) (2307.73,-1268.64) (-1313.52,2935.24) 
24509 (-1314.16,-2878.44) (2045.66,1036.09) (-1910.35,962.513) (118.095,-2082.39) (735.631,661.679) (545.116,1916.16) (1544.36,1151.65) (-1573.1,439.228) (910.075,667.949) (760.125,-539.425) (-104.119,-360.147) (2065.21,450.269) (-1617.87,68.6002) (314.554,-1092.35) (-165.399,-231.051) (-259.677,-1561.11) (485.069,769.69) (-151.713,-1817.61) (-492.323,83.4421) (529.518,-1138.1) (-463.826,-1274.49) (-692.666,1196.63) (-235.212,-653.078) (217.113,616.62) (-74.9149,235.307) (39.3565,744.745) (818.651,356.114) (-1053.71,42.1821) (952.968,787.2) (80.8607,-602.415) (395.084,167.469) (312.591,345.558) (3.39599,-739.303) (-191.513,86.4505) (-669.149,-1101.67) (51.6135,591.918) (-396.015,120.249) (-231.422,674.836) (637.915,-357.078) (-179.282,-650.708) (320.787,388.088) (-140.306,-138.284) (207.614,-334.069) (-82.6449,-221.18) (171.734,-286.026) (189.493,783.248) (-366.964,-612.304) (-318.817,155.625) (556.251,-301.188) (174.788,162.169) (-695.607,-320.332) (-224.763,575.253) (55.1776,-460.377) (176.88,554.374) (714.318,-261.72) (-386.772,-421.136) (-564.521,39.7973) (259.641,417.088) (245.42,4.0368) (-248.81,150.034) (301.255,52.1885) (11.7312,404.345) (544.858,-325.711) (112.998,402) (46.5428,-392.744) (-152.238,751.171) (245.048,-898.044) (-72.3851,195.183) (-82.8141,220.068) (212.233,-175.435) (-506.013,-71.6455) (-3.65534,315.386) (77.6099,-100.72) (-421.854,-126.395) (271.187,258.153) (-50.2579,-74.9577) (1.99808,-533.987) (-505.235,417.112) (541.279,-233.105) (-115.025,41.5775) (-134.88,-188.843) (-47.4837,143.768) (329.552,-89.2306) (122.857,170.65) (-88.8602,-211.358) (-179.698,57.0083) (270.984,64.1503) (-177.529,-42.196) (23.8289,341.405) (193.639,-42.7324) (144.202,-259.486) (-237.894,-73.8188) (115.557,256.321) (-122.006,-74.0458) (93.8113,75.3447) (35.4061,163.558) (237.219,-133.769) (-162.397,-53.276) (-51.1034,154.541) (115.203,-61.9555) (-18.2447,-155.546) (-12.554,54.7144) (-100.01,138.194) (50.9371,-230.489) (-119.497,169.543) (-15.0826,107.102) (105.274,-31.0187) (-206.7,-116.755) (-160.027,97.9307) (-55.4483,-13.8653) (52.3403,-69.2457) (-86.4809,-143.156) (-134.328,-73.3577) (125.195,125.186) (71.5373,-83.9569) (-107.648,-81.0236) (91.3577,78.3958) (77.7817,-194.771) (-47.6228,-72.5591) (36.2825,80.1302) (141.582,-124.267) (-94.9402,-190.008) (4.28006,143.923) (194.306,109.751) (86.8091,-222.977) (-14.5115,-39.5106) (73.2674,66.9377) (33,-0.000343189) (73.2682,-66.9373) (-14.5119,39.5104) (86.8065,222.977) (194.307,-109.751) (4.28072,-143.923) (-94.9428,190.007) (141.58,124.267) (36.2828,-80.1311) (-47.6241,72.5579) (77.779,194.77) (91.3578,-78.3965) (-107.649,81.0207) (71.5362,83.9556) (125.195,-125.186) (-134.33,73.3552) (-86.4828,143.153) (52.339,69.244) (-55.4494,13.8619) (-160.026,-97.9346) (-206.701,116.751) (105.275,31.0174) (-15.081,-107.105) (-119.494,-169.545) (50.9348,230.489) (-100.007,-138.197) (-12.552,-54.7152) (-18.2454,155.545) (115.203,61.9544) (-51.1009,-154.544) (-162.395,53.2727) (237.219,133.77) (35.4087,-163.56) (93.8124,-75.3446) (-122.007,74.0423) (115.561,-256.32) (-237.894,73.8158) (144.201,259.486) (193.639,42.7312) (23.8331,-341.407) (-177.528,42.1931) (270.985,-64.1477) (-179.697,-57.011) (-88.861,211.355) (122.862,-170.65) (329.551,89.2341) (-47.483,-143.77) (-134.882,188.841) (-115.022,-41.5803) (541.275,233.11) (-505.23,-417.119) (1.99276,533.986) (-50.2571,74.9527) (271.19,-258.151) (-421.856,126.388) (77.6106,100.718) (-3.65095,-315.388) (-506.011,71.6383) (212.234,175.436) (-82.8089,-220.072) (-72.3788,-195.182) (245.038,898.044) (-152.226,-751.177) (46.5413,392.744) (113.007,-402.001) (544.856,325.716) (11.7369,-404.348) (301.255,-52.1853) (-248.807,-150.038) (245.422,-4.03489) (259.644,-417.084) (-564.521,-39.8021) (-386.771,421.132) (714.318,261.726) (176.887,-554.373) (55.1696,460.377) (-224.757,-575.257) (-695.608,320.324) (174.796,-162.167) (556.248,301.195) (-318.815,-155.63) (-366.968,612.296) (189.509,-783.247) (171.733,286.031) (-82.6451,221.179) (207.612,334.07) (-140.305,138.278) (320.795,-388.084) (-179.288,650.705) (637.911,357.08) (-231.415,-674.844) (-396.012,-120.255) (51.6236,-591.913) (-669.16,1101.66) (-191.504,-86.456) (3.39445,739.299) (312.604,-345.56) (395.091,-167.465) (80.8573,602.41) (952.978,-787.193) (-1053.71,-42.1988) (818.662,-356.106) (39.3673,-744.744) (-74.9093,-235.305) (217.123,-616.611) (-235.221,653.079) (-692.645,-1196.63) (-463.834,1274.5) (529.51,1138.11) (-492.316,-83.4474) (-151.727,1817.61) (485.088,-769.687) (-259.691,1561.1) (-165.392,231.042) (314.548,1092.35) (-1617.85,-68.6359) (2065.24,-450.248) (-104.114,360.14) (760.131,539.423) (910.089,-667.95) (-1573.07,-439.261) (1544.4,-1151.64) (545.156,-1916.15) (735.655,-661.653) (118.082,2082.4) (-1910.29,-962.546) (2045.72,-1036.05) (-1314.1,2878.42) 
